,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,cluster_genres,cluster_attributs,artist_track
8237,6kls8cSlUyHW2BUOkDJIZE,"Ellie Goulding, Juice Wrld",Hate Me (with Juice WRLD),Hate me (with juice wrld),74,186223,False,0.657,0.768,8,-4.628,1,0.0507,0.108,0.0,0.144,0.759,75.025,4,dance,0,2,"Ellie Goulding, Juice Wrld - Hate me"
8238,7uoFMmxln0GPXQ0AcCBXRq,Sia,Everyday Is Christmas (Deluxe Edition),Snowman,78,165906,False,0.716,0.512,1,-6.257,1,0.0331,0.483,0.0,0.0928,0.326,104.957,3,dance,0,6,Sia - Snowman
8240,32OlwWuMpZ6b0aN2RZOeMS,"Mark Ronson, Bruno Mars",Uptown Special,Uptown funk (feat. bruno mars),83,269666,True,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4,dance,0,5,"Mark Ronson, Bruno Mars - Uptown funk"
8241,0k2GOhqsrxDTAbFFSdNJjT,Sean Paul,The Trinity,Temperature,79,218573,False,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,4,dance,0,3,Sean Paul - Temperature
8242,2USlegnFJLrVLpoVfPimKB,"Gabry Ponte, Lum!X, Prezioso",Thunder,Thunder,80,160000,False,0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,3,dance,0,2,"Gabry Ponte, Lum!X, Prezioso - Thunder"
8243,7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Doo-Wops & Hooligans,Just the way you are,82,220734,False,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,4,dance,0,2,Bruno Mars - Just the way you are
8244,6uBhi9gBXWjanegOb2Phh0,"Zedd, Alessia Cara",Stay,Stay,76,210090,False,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,4,dance,0,3,"Zedd, Alessia Cara - Stay"
8245,6f5ExP43esnvdKPddwKXJH,"Neiked, Mae Muller, Polo G",Better Days (NEIKED x Mae Muller x Polo G),Better days (neiked x mae muller x polo g),82,160656,False,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,4,dance,0,3,"Neiked, Mae Muller, Polo G - Better days"
8246,3MEYFivt6bilQ9q9mFWZ4g,Marshmello,Alone,Alone,73,273802,False,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,4,dance,0,2,Marshmello - Alone
8248,1x5sYLZiu9r5E43kMlt9f8,"Clean Bandit, Zara Larsson",Symphony (feat. Zara Larsson),Symphony (feat. zara larsson),75,212459,False,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,4,dance,0,3,"Clean Bandit, Zara Larsson - Symphony"
8249,76FZM38RC8XaAjJ77CVTNe,Ariana Grande,Dangerous Woman,Into you,76,244453,False,0.623,0.734,9,-5.95,1,0.107,0.0162,1.9e-06,0.145,0.372,107.853,4,dance,0,2,Ariana Grande - Into you
8250,1oew3nFNY3vMacJAsvry0S,Rixton,Let The Road,Me and my broken heart,79,193733,False,0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084,4,dance,0,3,Rixton - Me and my broken heart
8252,6LXIhiXK8z1KLd3giR904b,Charlie Puth,Smells Like Me,Smells like me,74,204079,False,0.602,0.565,11,-6.498,1,0.0498,0.329,0.0,0.0622,0.609,208.038,4,dance,0,2,Charlie Puth - Smells like me
8253,017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Future Nostalgia,Break my heart,78,221820,False,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,4,dance,0,3,Dua Lipa - Break my heart
8254,7jEyX4bqaCSdMN4D4JNnVj,"Jonas Blue, William Singe",Blue,Mama,74,184133,False,0.738,0.794,11,-4.118,0,0.0416,0.101,0.0,0.0533,0.566,104.014,4,dance,0,3,"Jonas Blue, William Singe - Mama"
8255,46u5B2WN4wryYLZuMAOmI4,Astrid S,Leave It Beautiful (Complete),Hurts so good,71,208728,False,0.672,0.625,7,-5.068,0,0.0468,0.0774,0.0,0.0934,0.423,120.038,4,dance,0,3,Astrid S - Hurts so good
8256,1KixkQVDUHggZMU9dUobgm,Ava Max,Heaven & Hell,My head & my heart,78,174760,False,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,4,dance,0,3,Ava Max - My head & my heart
8257,21TcDbGosp7w9YhTjOszgA,Shawn Mendes,Handwritten (Deluxe),Imagination,75,217773,False,0.64,0.455,0,-5.942,1,0.0247,0.0743,0.0,0.0694,0.333,89.948,4,dance,0,2,Shawn Mendes - Imagination
8258,0AS63m1wHv9n4VVRizK6Hc,Shawn Mendes,Illuminate (Deluxe),Mercy,82,208733,False,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,4,dance,0,3,Shawn Mendes - Mercy
8259,0lUSd7TCG8srh6HpIAEIWL,Little Mix,Glory Days (Expanded Edition),Power,78,247840,False,0.566,0.855,7,-4.016,1,0.211,0.0372,0.000157,0.181,0.517,172.966,4,dance,0,2,Little Mix - Power
8260,4VrWlk8IQxevMvERoX08iC,Sia,1000 Forms Of Fear,Chandelier,80,216120,False,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,5,dance,0,2,Sia - Chandelier
8261,2DB4DdfCFMw1iaR6JaR03a,"Camila Cabello, Ed Sheeran",Familia,Bam bam (feat. ed sheeran),82,206070,False,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,4,dance,0,2,"Camila Cabello, Ed Sheeran - Bam bam"
8266,6lknMmJZALXxx7emwwZWLX,"Madonna, Sickick",Frozen,Frozen,76,120157,False,0.706,0.633,1,-9.584,1,0.0419,0.267,0.0192,0.175,0.375,110.005,4,dance,0,2,"Madonna, Sickick - Frozen"
8267,4zRZAmBQP8vhNPf9i9opXt,Why Don'T We,8 Letters,8 letters,74,190026,False,0.607,0.478,1,-5.702,0,0.031,0.649,0.0,0.0928,0.255,88.979,4,dance,0,6,Why Don'T We - 8 letters
8268,6kxaaIeowajN7w21PfMLbu,Halsey,So Good,So good,77,176058,False,0.576,0.627,3,-4.649,0,0.0449,0.0385,0.0,0.181,0.311,164.998,4,dance,0,3,Halsey - So good
8269,463CkQjx2Zk1yXoBuierM9,"Dua Lipa, Dababy",Levitating (feat. DaBaby),Levitating (feat. dababy),78,203064,False,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,4,dance,0,3,"Dua Lipa, Dababy - Levitating"
8270,5GkQIP5mWPi4KZLLXeuFTT,"Ariana Grande, Doja Cat",Positions,Motive (with doja cat),78,167989,True,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965,4,dance,0,5,"Ariana Grande, Doja Cat - Motive"
8271,3Dv1eDb0MEgF93GpLXlucZ,Doja Cat,Hot Pink,Say so,79,237893,True,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,4,dance,0,5,Doja Cat - Say so
8272,1rIKgCH4H52lrvDcz50hS8,Zara Larsson,So Good,Lush life,78,201122,False,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,4,dance,0,3,Zara Larsson - Lush life
8273,4zN21mbAuaD0WqtmaTZZeP,"James Hype, Miggy Dela Rosa",Ferrari,Ferrari,90,186661,False,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,4,dance,0,3,"James Hype, Miggy Dela Rosa - Ferrari"
8275,7t3Xdbufg7q2onVsR8RBdY,Sam Smith,Love Goes,Fire on fire,78,246735,False,0.584,0.408,1,-7.356,0,0.0461,0.476,0.0,0.18,0.333,115.129,4,dance,0,3,Sam Smith - Fire on fire
8276,4NBTZtAt1F13VvlSKe6KTl,"The Chainsmokers, Kelsea Ballerini",Sick Boy,This feeling,73,197946,False,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,4,dance,0,2,"The Chainsmokers, Kelsea Ballerini - This feeling"
8277,3LEgGAl9zLcQWGTp7ptqtQ,"Jonas Blue, Why Don'T We",Don’t Wake Me Up,Don’t wake me up,76,188894,False,0.621,0.747,11,-5.084,1,0.0337,0.222,0.000194,0.147,0.426,124.015,4,dance,0,2,"Jonas Blue, Why Don'T We - Don’t wake me up"
8278,5icOoE6VgqFKohjWWNp0Ac,"Marshmello, Chvrches",Here With Me,Here with me,75,156346,False,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,4,dance,0,3,"Marshmello, Chvrches - Here with me"
8279,6Pgkp4qUoTmJIPn7ReaGxL,"Avicii, Sandro Cavazza",AVĪCI (01),Without you (feat. sandro cavazza),78,181672,True,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,4,dance,0,5,"Avicii, Sandro Cavazza - Without you"
8280,378iszndTZAR4dH8kwsLC6,"Sia, Sean Paul",This Is Acting,Cheap thrills (feat. sean paul),71,224813,False,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01e-06,0.0775,0.728,89.972,4,dance,0,3,"Sia, Sean Paul - Cheap thrills"
8284,1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,RENAISSANCE,Cuff it,93,225388,True,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,4,dance,0,5,Beyoncé - Cuff it
8285,7uzmGiiJyRfuViKKK3lVmR,Bazzi,COSMIC,Mine,76,131064,True,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,4,dance,0,5,Bazzi - Mine
8286,0d2iYfpKoM0QCKvcLCkBao,"Benny Blanco, Halsey, Khalid",Eastside (with Halsey & Khalid),Eastside (with halsey & khalid),75,173799,False,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,4,dance,0,3,"Benny Blanco, Halsey, Khalid - Eastside"
8287,58q2HKrzhC3ozto2nDdN4z,"Cardi B, Bad Bunny, J Balvin",Invasion of Privacy,I like it,79,253390,True,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,4,dance,0,5,"Cardi B, Bad Bunny, J Balvin - I like it"
8289,6WrI0LAC5M1Rw2MnX2ZvEg,Dua Lipa,Don't Start Now,Don't start now,80,183290,False,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,4,dance,0,3,Dua Lipa - Don't start now
8290,079Ey5uxL04AKPQgVQwx5h,"Selena Gomez, Rauw Alejandro",Revelación - EP,Baila conmigo (with rauw alejandro),75,186087,False,0.823,0.544,5,-7.132,1,0.0715,0.0215,0.00315,0.0966,0.664,149.903,4,dance,0,2,"Selena Gomez, Rauw Alejandro - Baila conmigo"
8292,2qT1uLXPVPzGgFOx4jtEuo,Ariana Grande,Sweetener,No tears left to cry,78,205920,False,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,4,dance,0,3,Ariana Grande - No tears left to cry
8293,37R0bQOQj5a7DOqh1TGzvB,Charlie Puth,Nine Track Mind,One call away,73,194453,False,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,4,dance,0,2,Charlie Puth - One call away
8295,5ZSl6gDoV6bPPxzmLeneV9,"Jonas Blue, Jack & Jack",Blue,Rise,71,194407,False,0.687,0.785,1,-4.65,1,0.0333,0.327,0.0,0.203,0.655,106.046,4,dance,0,2,"Jonas Blue, Jack & Jack - Rise"
8296,3fGW43fnu3OHEw6ohTC2Bw,"Anne-Marie, Niall Horan",Therapy,Our song,71,163733,False,0.572,0.759,2,-4.312,1,0.0506,0.127,0.0,0.224,0.519,80.95,4,dance,0,2,"Anne-Marie, Niall Horan - Our song"
8297,5Gu0PDLN4YJeW75PpBSg9p,"Hailee Steinfeld, Alesso, Florida Georgia Line, Watt","Let Me Go (with Alesso, Florida Georgia Line & watt)","Let me go (with alesso, florida georgia line & watt)",77,174800,False,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,4,dance,0,2,"Hailee Steinfeld, Alesso, Florida Georgia Line, Watt - Let me go"
8298,59tskctgqUmjCWAwhzYAFm,Sabrina Carpenter,Singular Act II,Looking at me,73,181120,False,0.681,0.798,2,-4.367,1,0.0375,0.00398,5.11e-06,0.0542,0.516,105.99,4,dance,0,2,Sabrina Carpenter - Looking at me
8299,5J4ZkQpzMUFojo1CtAZYpn,"Ariana Grande, The Weeknd",My Everything (Deluxe),Love me harder,78,236133,False,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,4,dance,0,3,"Ariana Grande, The Weeknd - Love me harder"
8300,4VUwkH455At9kENOfzTqmF,"Bazzi, Camila Cabello",Beautiful (feat. Camila Cabello),Beautiful (feat. camila cabello),74,180000,False,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,4,dance,0,2,"Bazzi, Camila Cabello - Beautiful"
8301,66hayvUbTotekKU3H4ta1f,"Jack Ü, Skrillex, Diplo, Justin Bieber",Skrillex and Diplo present Jack Ü,Where are ü now (with justin bieber),74,250285,False,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4,dance,0,3,"Jack Ü, Skrillex, Diplo, Justin Bieber - Where are ü now"
8302,1dNIEtp7AY3oDAKCGg2XkH,"The Chainsmokers, Coldplay",Something Just Like This,Something just like this,75,247626,False,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,4,dance,0,3,"The Chainsmokers, Coldplay - Something just like this"
8304,7CHi4DtfK4heMlQaudCuHK,"Meduza, Becky Hill, Goodboys",Lose Control,Lose control,78,168387,False,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,4,dance,0,3,"Meduza, Becky Hill, Goodboys - Lose control"
8305,2Z8yfpFX0ZMavHkcIeHiO1,"Shawn Mendes, Justin Bieber",Monster,Monster (shawn mendes & justin bieber),74,178994,False,0.652,0.383,2,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765,4,dance,0,3,"Shawn Mendes, Justin Bieber - Monster"
8306,7795WJLVKJoAyVoOtCWqXN,Sam Smith,In The Lonely Hour,I'm not the only one,88,239316,False,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,4,dance,0,2,Sam Smith - I'm not the only one
8308,2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",A Star Is Born Soundtrack,Shallow,84,215733,False,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,4,dance,0,6,"Lady Gaga, Bradley Cooper - Shallow"
8309,3w3y8KPTfNeOKPiqUTakBh,Bruno Mars,Unorthodox Jukebox,Locked out of heaven,87,233478,False,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,4,dance,0,2,Bruno Mars - Locked out of heaven
8310,0nhBKubnVz9yFNNprBniWz,Troye Sivan,Blue Neighbourhood (Deluxe),Youth,72,185194,False,0.628,0.737,7,-4.437,1,0.041,0.0625,0.0,0.0777,0.592,91.507,4,dance,0,2,Troye Sivan - Youth
8311,2fVHrSxsQbJUuj9MW9zG1e,"The Chainsmokers, 5 Seconds Of Summer",World War Joy,Who do you love,72,226733,True,0.51,0.846,3,-4.595,1,0.0461,0.0101,0.0,0.208,0.475,139.927,4,dance,0,5,"The Chainsmokers, 5 Seconds Of Summer - Who do you love"
8313,4jbmgIyjGoXjY01XxatOx6,"Katy Perry, Juicy J",PRISM,Dark horse,78,215672,False,0.647,0.585,6,-6.123,1,0.0512,0.00314,0.0,0.165,0.353,131.934,4,dance,0,2,"Katy Perry, Juicy J - Dark horse"
8314,4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,"thank u, next","Break up with your girlfriend, i'm bored",78,190440,True,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,4,dance,0,5,"Ariana Grande - Break up with your girlfriend, i'm bored"
8315,0b18g3G5spr4ZCkz7Y6Q0Q,"Majestic, Boney M.",Rasputin,Rasputin,80,186209,False,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,4,dance,0,3,"Majestic, Boney M. - Rasputin"
8316,0HaRLPnr887lcQM2YQzkff,"Burna Boy, Ed Sheeran","Love, Damini",For my hand (feat. ed sheeran),83,159123,False,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dance,0,2,"Burna Boy, Ed Sheeran - For my hand"
8318,3P3pw6C19j31Rnzgo3JG7o,"Jonas Blue, Jp Cooper",Blue,Perfect strangers,76,196613,False,0.73,0.861,1,-4.1,1,0.0451,0.39,0.0,0.213,0.704,117.965,4,dance,0,2,"Jonas Blue, Jp Cooper - Perfect strangers"
8319,2hgzdQdnfWwtdpZbhZlV72,Jennifer Lopez,Ain't Your Mama,Ain't your mama,71,218234,False,0.757,0.678,8,-5.529,0,0.233,0.0472,9.14e-06,0.0654,0.82,120.075,4,dance,0,3,Jennifer Lopez - Ain't your mama
8321,2yjlYDiNiQkdxVqTlaSrlX,Nicki Minaj,Queen Radio: Volume 1,Super freaky girl,83,170977,True,0.951,0.878,2,-2.565,1,0.211,0.0509,1.61e-05,0.321,0.923,133.014,4,dance,0,5,Nicki Minaj - Super freaky girl
8322,1RF02Cf80mTaeNXG2P2boR,"Nathan Dawe, Ella Henderson",21 Reasons (feat. Ella Henderson),21 reasons (feat. ella henderson),83,155253,False,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,4,dance,0,2,"Nathan Dawe, Ella Henderson - 21 reasons"
8323,4lnAN2S1fcI0SjxEbksZVr,"Selena Gomez, Gucci Mane",Fetish (feat. Gucci Mane),Fetish (feat. gucci mane),72,186112,False,0.708,0.618,2,-4.424,1,0.0592,0.0204,6.81e-06,0.062,0.265,123.013,4,dance,0,2,"Selena Gomez, Gucci Mane - Fetish"
8324,27rdGxbavYJeBphck5MZAF,"Mark Ronson, Miley Cyrus",Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing breaks like a heart (feat. miley cyrus),78,217466,False,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,4,dance,0,3,"Mark Ronson, Miley Cyrus - Nothing breaks like a heart"
8325,514rhnksEwHUh6LxXsQ4Y9,Selena Gomez,13 Reasons Why (Season 2),Back to you,72,210240,False,0.6,0.683,6,-6.271,1,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,4,dance,0,2,Selena Gomez - Back to you
8326,6cmm1LMvZdB5zsCwX5BjqE,"Jay Sean, Lil Wayne",All Or Nothing,Down,78,212506,False,0.727,0.68,2,-4.498,1,0.0286,0.0101,0.0,0.0821,0.728,132.012,4,dance,0,2,"Jay Sean, Lil Wayne - Down"
8327,4uQY80TKE1u4ZQZQKHzVEi,Katy Perry,Teenage Dream,The one that got away,76,227333,False,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,4,dance,0,3,Katy Perry - The one that got away
8328,7Feaw9WAEREY0DUOSXJLOM,"Martin Garrix, Macklemore, Fall Out Boy",Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer days (feat. macklemore & patrick stump of fall out boy),74,163804,True,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,4,dance,0,5,"Martin Garrix, Macklemore, Fall Out Boy - Summer days"
8330,3eJH2nAjvNXdmPfBkALiPZ,Jason Derulo,Acapulco,Acapulco,81,139672,False,0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062,4,dance,0,2,Jason Derulo - Acapulco
8331,6LsAAHotRLMOHfCsSfYCsz,Shawn Mendes,If I Can't Have You,If i can't have you,73,190800,False,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,4,dance,0,2,Shawn Mendes - If i can't have you
8333,48QmG1dfvMuYLxMPt7KSRA,"Sean Paul, Dua Lipa",Mad Love The Prequel,No lie,83,221176,False,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,4,dancehall,9,2,"Sean Paul, Dua Lipa - No lie"
8334,493QaNbrvbEiQdPH9hDP6z,Amaria Bb,Slow Motion,Slow motion,71,166000,True,0.733,0.479,11,-9.27,0,0.301,0.575,0.00053,0.0831,0.485,88.742,4,dancehall,9,5,Amaria Bb - Slow motion
8335,0VzBKgimNRMauaqzT2rEnS,"Spice, Shaggy, Sean Paul",Go Down Deh (feat. Shaggy and Sean Paul),Go down deh (feat. shaggy and sean paul),74,154666,False,0.817,0.8,2,-4.475,1,0.108,0.12,3.9e-05,0.187,0.534,90.016,4,dancehall,9,2,"Spice, Shaggy, Sean Paul - Go down deh"
8340,0HaRLPnr887lcQM2YQzkff,"Burna Boy, Ed Sheeran","Love, Damini",For my hand (feat. ed sheeran),83,159123,False,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dancehall,9,2,"Burna Boy, Ed Sheeran - For my hand"
8341,1PoJXULCvl03b1fiZmMxmd,Burna Boy,African Giant,On the low,74,185898,False,0.816,0.781,1,-4.237,0,0.0425,0.692,0.00928,0.0835,0.937,99.95,4,dancehall,9,3,Burna Boy - On the low
8342,5YbPxJwPfrj7uswNwoF1pJ,Burna Boy,"Love, Damini",Last last,83,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dancehall,9,3,Burna Boy - Last last
8345,0k2GOhqsrxDTAbFFSdNJjT,Sean Paul,The Trinity,Temperature,79,218573,False,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,4,dancehall,9,3,Sean Paul - Temperature
8353,5qTvkDrSfvwDv6RBjjcfQr,Sean Paul,Dutty Rock,Get busy,75,211666,False,0.735,0.824,10,-4.143,0,0.036,0.615,0.0,0.158,0.726,100.202,4,dancehall,9,3,Sean Paul - Get busy
8354,5FG7Tl93LdH117jEKYl3Cm,"Wizkid, Tems",Made In Lagos,Essence (feat. tems),75,248040,False,0.849,0.707,0,-6.002,1,0.113,0.0266,8.58e-06,0.618,0.602,104.027,4,dancehall,9,2,"Wizkid, Tems - Essence"
8356,5DS9LiyEdw2zY8bM6kjjgM,"Olamide, Omah Lay",Carpe Diem,Infinity (feat. omah lay),71,171764,True,0.93,0.535,7,-8.755,0,0.111,0.303,0.0201,0.146,0.518,102.017,4,dancehall,9,5,"Olamide, Omah Lay - Infinity"
8359,2PDgArI0p7UkeYgXWuqpmh,Burna Boy,Last Last,Last last,79,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dancehall,9,3,Burna Boy - Last last
8360,5hVjoL3sHepZROri63wBxP,Burna Boy,"Love, Damini",It's plenty,75,216991,True,0.776,0.565,7,-10.609,1,0.105,0.36,8.81e-05,0.308,0.53,107.035,4,dancehall,9,5,Burna Boy - It's plenty
8367,2pUlBBWq8R10ylbBvZJV9j,Wizkid,Bad To Me,Bad to me,73,176850,False,0.859,0.822,10,-5.005,0,0.0467,0.07,0.0144,0.101,0.908,110.045,4,dancehall,9,3,Wizkid - Bad to me
8368,5CTQCPv51aLWpwTbqo8mEL,"Fireboy Dml, Asake",Bandana,Bandana,72,178225,True,0.818,0.605,1,-7.121,1,0.038,0.293,0.0116,0.0696,0.366,104.931,4,dancehall,9,5,"Fireboy Dml, Asake - Bandana"
8380,3FskQrDXcY24ur2fCvz35O,Burna Boy,Outside,Ye,71,231618,True,0.503,0.592,5,-5.923,0,0.444,0.0181,0.00014,0.169,0.344,201.85,4,dancehall,9,5,Burna Boy - Ye
8384,7rpWDu9GPlLxbLorYKVys7,Burna Boy,African Giant,Gbona,72,187609,False,0.798,0.813,4,-5.869,0,0.162,0.564,0.000142,0.108,0.942,93.912,4,dancehall,9,3,Burna Boy - Gbona
8416,3MhdH8PxqH1FuQp3HBptUI,"Sean Paul, Sasha, Jeremy Harding, Murray Elias",Dutty Rock,I'm still in love with you (feat. sasha),71,273360,False,0.765,0.666,7,-5.384,1,0.172,0.102,0.0,0.116,0.756,87.002,4,dancehall,9,2,"Sean Paul, Sasha, Jeremy Harding, Murray Elias - I'm still in love with you"
8722,06WUUNf7q18NZfjIsQFsfa,Slayer,Repentless,Delusions of saviour,73,115413,False,0.223,0.805,8,-8.969,1,0.037,0.000179,0.814,0.0849,0.25,168.165,4,death-metal,2,1,Slayer - Delusions of saviour
9031,4zN21mbAuaD0WqtmaTZZeP,"James Hype, Miggy Dela Rosa",Ferrari,Ferrari,90,186661,False,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,4,deep-house,8,3,"James Hype, Miggy Dela Rosa - Ferrari"
9033,5tf1VVWniHgryyumXyJM7w,"Robin Schulz, Francesco Yates",Sugar,Sugar (feat. francesco yates),76,219043,False,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,4,deep-house,8,3,"Robin Schulz, Francesco Yates - Sugar"
9041,1HrMWH5GUdK6Yi94rbANJA,"Camelphat, Elderbrook",Cola,Cola,72,223869,False,0.706,0.74,6,-7.904,1,0.0325,0.0245,0.512,0.135,0.444,122.007,3,deep-house,8,2,"Camelphat, Elderbrook - Cola"
9042,61UQzeiIluhpzpMdY4ag3q,"Route 94, Jess Glynne",My Love (feat. Jess Glynne),My love (feat. jess glynne),73,259934,False,0.814,0.622,8,-7.573,1,0.0492,0.000132,0.72,0.0658,0.726,119.976,4,deep-house,8,1,"Route 94, Jess Glynne - My love"
9043,44xO8889yUQHn70P73NILS,Navos,Believe Me,Believe me,71,188260,False,0.629,0.876,5,-5.572,0,0.0408,0.129,1.39e-06,0.29,0.645,124.999,4,deep-house,8,3,Navos - Believe me
9047,4xbXuRfZ2ZLktw5QEdGYnX,"Robin Schulz, David Guetta",On Repeat,On repeat,73,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,deep-house,8,3,"Robin Schulz, David Guetta - On repeat"
9056,0pIiCv0GdhtsOjCJ5Y7zHj,"Hugel, Cumbiafrica",Morenita,Morenita,71,176491,False,0.639,0.769,1,-5.077,1,0.0383,0.000701,0.742,0.0553,0.177,123.983,4,deep-house,8,1,"Hugel, Cumbiafrica - Morenita"
9067,4ASOMWcJUrwEpjJy4GEijz,"Chris Lorenzo, High Jinx",California Dreamin' (feat. High Jinx),California dreamin' (feat. high jinx),74,196899,False,0.685,0.911,9,-4.977,1,0.144,0.00552,0.0247,0.285,0.351,128.02,4,deep-house,8,2,"Chris Lorenzo, High Jinx - California dreamin'"
9075,3XucsgiwXb8KPn9Csf9Zmu,"James Hype, Miggy Dela Rosa, Lazza",Ferrari (Remix),Ferrari - remix,80,172000,False,0.818,0.728,1,-5.705,0,0.0724,0.0985,0.0,0.0917,0.597,124.974,4,deep-house,8,3,"James Hype, Miggy Dela Rosa, Lazza - Ferrari - remix"
9083,7me5d5XmtCCfbDk3SsyXqM,D.O.D,Every Step,Every step,71,159857,False,0.662,0.872,0,-4.874,0,0.0318,0.0729,0.016,0.156,0.372,121.989,4,deep-house,8,3,D.O.D - Every step
